ID	adj.P.Val	P.Value	t	B	logFC	AveExpr	Symbol
ILMN_1650740	0.963816960240014	0.873231318352097	0.161359585718362	-6.67581414876045	0.00741782783205469	7.79565800138867	LOC501541
ILMN_1355752	0.9248151808756	0.758191437943154	0.311578885418969	-6.67584200710253	0.0104761022824116	7.68154821450391	RGD1564267_predicted
ILMN_1372637	0.961587807873757	0.867386134831635	-0.168872267979167	-6.67587534189249	-0.00783741654040782	7.79675655546875	Dpde1
ILMN_1355695	0.962811844050521	0.871293482003021	-0.163849169236326	-6.67594888791965	-0.0135093789656224	7.79926017220312	RGD1562617_predicted
ILMN_1357280	0.96124047123317	0.865598687455097	-0.171171598631886	-6.67596029800235	-0.00645536761851506	7.79328495856445	RGD1563255_predicted
ILMN_1350466	0.92252552103752	0.752320710654544	-0.31941364809274	-6.67596083178316	-0.0126418247492213	7.62552106493945	Hipk4
ILMN_1360670	0.928964231340719	0.770820083044801	-0.294791803818433	-6.67596935976674	-0.0139613644083658	7.54976562782031	LOC497938
ILMN_1349108	0.943869182916465	0.809054675015996	0.244468081360347	-6.67598683999265	0.00876277782484802	7.44652281538672	Prlpf
ILMN_1367577	0.984018242983852	0.94570256571631	0.0688584407652067	-6.67600033664746	0.00295247468498783	7.82567339633984	Slc4a4
ILMN_1361045	0.94664411959272	0.820851065766776	0.229077149805037	-6.6760016092738	0.0125003865622659	7.35564315364258	LOC503230
ILMN_1350521	0.9248151808756	0.758161941570024	-0.311618199658067	-6.67602211886664	-0.0127030694653545	7.58324683976953	RGD1565687_predicted
ILMN_1370527	0.923016731770956	0.753314103956565	0.318086498436823	-6.67606939892789	0.0127274627877023	7.63148208157812	LOC500801
ILMN_1367914	0.931046748979592	0.774872120692721	0.289423974454491	-6.6761211249422	0.0116330793389672	7.71282509126367	Tcte3_predicted
ILMN_1530331	0.947318759668398	0.822515190847628	0.226910568549793	-6.67615666527754	0.00949550781173691	7.38658456858789	Fut8
ILMN_1353062	0.931087655703655	0.775858150434942	0.288119074815545	-6.6761964183129	0.0124399673249949	7.72413907520703	Zbtb2_predicted
ILMN_1349549	0.946550619999493	0.820443365527593	0.229608119095222	-6.67625193854593	0.00903517683404154	7.29253903423047	Olr242_predicted
ILMN_1369544	0.946224240388065	0.817302293306615	0.233701175043915	-6.67626212265516	0.0114569822822919	7.28924919193945	LOC502862
ILMN_1353857	0.925439416506594	0.76069881293805	-0.308238752925734	-6.6762902280722	-0.0116405316160213	7.66596699210938	LOC298409
ILMN_1371234	0.94685140049288	0.821635749294333	0.228055404643193	-6.67630661097286	0.00935230554393573	7.30053920985156	LOC498730
ILMN_1353624	0.928784066199871	0.769063485758973	0.297121547440551	-6.67630821704141	0.0167035817344061	7.69042755203906	LOC294052
ILMN_1354483	0.929538046045016	0.772357750584048	-0.29275378809631	-6.67634955276677	-0.0103929146761077	7.55239473679687	LOC501387
ILMN_1371808	0.931366064146866	0.776518939052952	0.287244880888516	-6.67634986658046	0.0103120971238253	7.7231132067168	Kif7_predicted
ILMN_1353256	0.94674353337829	0.821396589519387	0.228366790930132	-6.67635863801824	0.0114404989933208	7.3831636155625	LOC302333
ILMN_1650118	0.946366778781217	0.817877516333091	-0.232951312777389	-6.67642053605893	-0.0116663654780966	7.40660119854102	LOC499036
ILMN_1376955	0.931802799256804	0.777936715625766	0.285369994820904	-6.67644472560614	0.0135634508952087	7.72395237632617	Slc25a22
ILMN_1372268	0.980343688678326	0.934944322579488	0.0825314221076959	-6.67644508780757	0.00350411096050074	7.82365521210156	LOC499537
ILMN_1362612	0.937617273487391	0.792414149918209	-0.266283154038753	-6.67645615291471	-0.012739283752734	7.50740263826172	LOC299920
ILMN_1374270	0.943635610717939	0.808637605942741	0.245013320515111	-6.67651344906264	0.0119814368639064	7.45166465303906	RGD1560794_predicted
ILMN_1369929	0.945898817427375	0.815700708835856	-0.235789727404862	-6.67657061610608	-0.0108415900005729	7.42286147323828	LOC503410
ILMN_1372535	0.923830602183853	0.755701061787298	-0.31489995366565	-6.67663789990299	-0.0135891482948347	7.64090340560742	LOC501676
ILMN_1350239	0.946366778781217	0.818507533005629	0.232130177837915	-6.67674060995345	0.00982428189829054	7.42902276686523	Olr1691_predicted
ILMN_1530321	0.948422049018637	0.825493062814576	-0.223036334990963	-6.67674281619136	-0.00964313512613924	7.36504063895508	
ILMN_1650182	0.93193865893562	0.778346495282064	0.284828291517702	-6.67683624407829	0.0150299876956019	7.51005816206055	RGD1562761_predicted
ILMN_1349587	0.94664411959272	0.821059719027375	-0.228805435806252	-6.67686959346165	-0.00979581918795613	7.33710058329297	RGD1565680_predicted
ILMN_1370748	0.946366778781217	0.818666432925304	0.231923100703549	-6.67690732870646	0.00848132215158515	7.42835336757617	LOC366305
ILMN_1357617	0.946550619999493	0.820081904834111	-0.230078924595079	-6.67696069384354	-0.00818674523549134	7.43162506941602	LOC365226
ILMN_1365779	0.934686303334544	0.783765289712273	-0.2776730824779	-6.67696582138727	-0.0114935332324517	7.72975327317578	Cyp19a1
ILMN_1373376	0.94664411959272	0.820935289819481	0.228967468814766	-6.67697224372495	0.0100534266855687	7.2868560435332	LOC501385
ILMN_1353512	0.980343688678326	0.934812298835483	-0.0826993097264857	-6.67699558789609	-0.00381379574395257	7.81841515201367	Acvr2
ILMN_1367884	0.944077518657663	0.809423690126584	-0.243985726787015	-6.67700392551089	-0.0124931839831248	7.47409559990625	LOC498679
ILMN_1373290	0.927804827646504	0.767025968600005	0.299825973254646	-6.67705622296122	0.0124534160923178	7.56215921388672	Lcn3_predicted
ILMN_1354720	0.925650065712859	0.761586883085069	-0.3070565927885	-6.6770584747862	-0.0155635689225848	7.59010802581641	RGD1309873_predicted
ILMN_1364025	0.929179910060079	0.771703093650931	0.293621311551689	-6.6770659565555	0.0129863222848128	7.54878684594922	LOC299741
ILMN_1650479	0.947930857236077	0.823727955604452	-0.225332327832847	-6.67706916058038	-0.00921366652809485	7.41024164389063	LOC502391
ILMN_1365522	0.954686417625045	0.847277307725748	-0.194796615934056	-6.67710807512145	-0.00806447494801343	7.78309406036133	Fut11
ILMN_1365203	0.980141714224099	0.931899525847706	0.0864039570133783	-6.67711648574687	0.003812543180298	7.82276043126172	LOC367773
ILMN_1354666	0.931046748979592	0.775620985488023	-0.288432889302294	-6.67711994296492	-0.0313788768558672	7.71903022659375	Reg1
ILMN_1353001	0.924716469032776	0.757534234787717	0.312454957414069	-6.67717448436469	0.0165504162671599	7.61722548106836	Ckmt2
ILMN_1362342	0.948422049018637	0.825420250888965	0.223131022026859	-6.67722451238869	0.0092356858812952	7.38622585321094	Olr1515_predicted
ILMN_1370739	0.942060276147341	0.803488785010453	0.251750739540276	-6.67723251590726	0.0106298541447414	7.46587366586523	Cyp7a1
ILMN_1351279	0.937321723921782	0.790832691900973	0.268363092030924	-6.67724538641544	0.00952220361725686	7.5083068880625	RGD1560455_predicted
ILMN_1365990	0.929179910060079	0.771656192079828	0.293683472328414	-6.67735258493898	0.0115642414882906	7.56225623380664	LOC500901
ILMN_1369700	0.949041430169319	0.827128596185743	-0.220909980311596	-6.67736599294885	-0.00919146023097106	7.36999497416016	Olr962_predicted
ILMN_1362426	0.9248151808756	0.758424475514265	0.311268298900196	-6.67736925595045	0.0121776608489501	7.60493951044531	Nup133_predicted
ILMN_1369328	0.923705733713718	0.755516895017276	-0.315145694209817	-6.67750151195487	-0.0134919451044668	7.65026929033594	LOC500729
ILMN_1362101	0.94026379732753	0.798747018093988	0.257966046195209	-6.67758246991321	0.00944132894879335	7.7372299838418	LOC500884
ILMN_1369068	0.9248151808756	0.758402283816792	-0.311297874082425	-6.67758463193794	-0.0142992026281243	7.65050789560547	RGD1563018_predicted
ILMN_1358575	0.924832557953537	0.758491631244405	0.311178801253453	-6.67760674143756	0.0140713046113063	7.67445934942188	LOC503344
ILMN_1360167	0.928947214694907	0.76998172267577	0.29590349785693	-6.67761494553357	0.0115492330189157	7.69278685261133	LOC289482
ILMN_1364979	0.947377331772123	0.822661539528446	0.226720085417963	-6.67765208658862	0.00882842290132846	7.42595792699805	LOC360933
ILMN_1353437	0.987092473705743	0.955537770466026	0.056370388683221	-6.67767868863667	0.0026963192368763	7.82108560131641	Rasa3
ILMN_1358011	0.935248471907654	0.785469868038735	-0.275425356288709	-6.67770426683755	-0.0123366538229668	7.52787569910742	RGD1559926_predicted
